46619,157,Ligon,Alex,51,JR,DL
46620,157,Mackey,Blake,9A,JR,WR
46624,157,Washington,Thaddaeus,49,JR,LB
46625,157,Washington,Vance,21,JR,WR
46627,157,Torp,John,29,SR,P
46629,157,Vickers,Lawrence,17,SR,RB
46630,157,Manupuna,Vaka,93,SR,DL
47568,255,Cooper,George,80,JR,TE
47569,255,Daniels,P.J.,45,SR,RB
47570,255,Eziemefe,Ajenavi,28,SR,RB
47573,255,Jordan,David,33,JR,K
47574,255,Matthews,Michael,48,JR,TE
47575,255,McGuire,Xavier,81,JR,WR
47580,255,Reis,Chris,18,SR,DB
47581,255,Rollins,Robbie,31,SR,WR
47588,255,Kelly,Travis,67,JR,OL
47798,277,Faavi,Derek,59,SR,OL
47799,277,Moe,Tanuvasa,45,SR,LB
47803,277,Manners,Lono,15,SR,DB
47807,277,Esera,Tala,70,JR,OL
47809,277,Dickerson,Ross,82,JR,WR
