10516,2006-09-23,147,457,112,W,52-7,2,1
10517,2006-09-30,147,366,112,W,51-0,3,1
10518,2006-10-21,147,255,112,W,31-7,6,1
10519,2006-11-04,147,392,112,L,13-12,7,2
10520,2006-11-11,147,490,112,W,20-14,7,3
10521,2007-09-03,147,234,112,W,24-18,0,0
10522,2007-09-08,147,498,112,W,49-26,1,0
10523,2007-09-15,147,244,112,W,38-10,2,0
10524,2007-10-06,147,742,112,L,23-41,4,1
10525,2007-10-20,147,129,112,W,70-14,4,2
10526,2007-11-10,147,749,112,W,44-10,7,2
10527,2007-11-17,147,67,112,L,17-20,8,2
10528,2008-09-06,147,141,112,W,45-17,0,1
10529,2008-09-13,147,490,112,W,27-9,1,1
10530,2008-09-20,147,647,112,W,54-0,2,1
10531,2008-09-27,147,392,112,L,17-20,3,1
10532,2008-10-18,147,255,112,L,17-21,3,3
10533,2008-11-15,147,193,112,W,31-7,4,5
10534,2009-09-26,147,698,112,L,10-14,2,1
10535,2009-10-31,147,149,112,W,49-3,4,3
10536,2009-11-07,147,234,112,W,40-24,5,3
10537,2009-11-21,147,746,112,W,34-21,7,3
10538,2010-10-02,147,415,112,L,21-30,2,1
